Motif Reference,Motif Title,Location / Tradition,Latitude,Longitude,source,berezkin,other_data
K16,The bird becomes a young man.,Kekchi; Mopan,16.5,-89.8,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=edf53b1ba5c99ea075178ee6,https://www.ruthenia.ru/folklore/berezkin/k16.html,
K24,"Hidden clothes of a supernatural woman, F202.4.2.",Tombonuvo,N/A,N/A,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=a6c963e7a19a589aba125336,https://www.ruthenia.ru/folklore/berezkin/k24.html,
K25,The magical wife.,Tombonuvo,N/A,N/A,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=126ce7f1ccb849816b50b421,https://www.ruthenia.ru/folklore/berezkin/k25.html,
k27,Tasks and competitions.,Tagish,60,-134,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=U9CacXi1zkOxzKwrjhFcbw,https://www.ruthenia.ru/folklore/berezkin/k27.html,No. 53
k27,Tasks and competitions.,Bella Coola (Nuxalk),51.8,-127,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=A3nJeAm7U0-Hs6h16A9JoA,https://www.ruthenia.ru/folklore/berezkin/k27.html,
k27,Tasks and competitions.,"Barasana, Taibano, Macuna",0.2,-70.4,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=nauKyRuIw0WINl6XJmfGUA,https://www.ruthenia.ru/folklore/berezkin/k27.html,
k27,Tasks and competitions.,"Lima Dep: Costa And Adjacent Sierra (Spanish, Kechua, And Jacaru-speaking Communities, Mostly In Pachacamac, Cajatambo, Canta, Huarochirí; Spanish Sources Of XVI-XVII Centuries)",-11.92902,-76.63746,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=doKHVzXFP0SAq1afWnifJA,https://www.ruthenia.ru/folklore/berezkin/k27.html,ch. 5; see motif K57
k27,Tasks and competitions.,Nepali; Tharu,28,83,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=zz_5DvrTuEePeVwsQo5XqA,https://www.ruthenia.ru/folklore/berezkin/k27.html,
k27,Tasks and competitions.,Assiniboine,50,-104.5,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=yXTPrEJTJUWIGxm_KMqB_Q,https://www.ruthenia.ru/folklore/berezkin/k27.html,No. 51
K27E,"Eat or drink a lot, ATU 1088).","Lima Dep: Costa And Adjacent Sierra (Spanish, Kechua, And Jacaru-speaking Communities, Mostly In Pachacamac, Cajatambo, Canta, Huarochirí; Spanish Sources Of XVI-XVII Centuries)",-11.92902,-76.63746,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=w6gjnahl0nivf92tx5235ns0,https://www.ruthenia.ru/folklore/berezkin/k27e.html,"Uarochiri (dep. Lima) : Salomon, Urioste 1991, ch. 5:55-59"
K27O,Ball game.,Bella Coola (Nuxalk),51.8,-127,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=3e1ucd13rzck4mdyucn7yd8f,https://www.ruthenia.ru/folklore/berezkin/k27o.html,Bellacula : Boas 1898:103-108.
K27Q,Milk of a wild animal.,Nepali; Tharu,28,83,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=ee3705d4103da6932cd5978b,https://www.ruthenia.ru/folklore/berezkin/k27q.html,
K27z2a1,An innocent woman is accused of promiscuity.,Kazakh,48,69,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=04043c9aa76b564a6a38eb5c,https://www.ruthenia.ru/folklore/berezkin/k27z2a1.html,
K27z4b,"Dressed as a man, the wife rescues her husband.",Norwegians,62,8.7793,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=cb7c7c0ab55dc404c5b55270,https://www.ruthenia.ru/folklore/berezkin/k27z4b.html,
K27z4b,"Dressed as a man, the wife rescues her husband.",Yazgulami,38.4,71.6,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=301a8d162c7b7070fbc7458a,https://www.ruthenia.ru/folklore/berezkin/k27z4b.html,
K27z9,Why the fish smiled (ATU 875D).,Icelanders,64.5,-20,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=e0d534d18943256b40755ae3,https://www.ruthenia.ru/folklore/berezkin/k27z9.html,
K29A,Unharmed by fire.,Tagish,60,-134,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=8d6b7360838e7a9f3c7cb70d,https://www.ruthenia.ru/folklore/berezkin/k29a.html,
K29A,Unharmed by fire.,Assiniboine,50,-104.5,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=91ef9ce0f1360389fb645513,https://www.ruthenia.ru/folklore/berezkin/k29a.html,
K29A,Unharmed by fire.,"Barasana, Taibano, Macuna",0.2,-70.4,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=76b6f3af800e56c409e03df0,https://www.ruthenia.ru/folklore/berezkin/k29a.html,
K30,The flying enemy carries off the woman.,N/A,N/A,N/A,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=ziapc6w19pphjcj5uxx264af,https://www.ruthenia.ru/folklore/berezkin/k30.html,"Rodríguez de Montes 1981, No. 23 : 190-192."
k30a,The chief&#039;s wife and the vultures.,Chayahuita,-5.8,-77,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=mLiycjIWK0id6nTfGSOQWQ,https://www.ruthenia.ru/folklore/berezkin/k30a.html,
K32,"The Substituted Woman, K1911; ATU 403, 404.",Dohrib,N/A,N/A,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=33caf5a415ecb968dcd18579,https://www.ruthenia.ru/folklore/berezkin/k32.html,
K32G,Torn apart by horses.,"Sardinia, Corsica, Sardinians, Corsicans",41.16542,9.1582,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=1bd3650029b9288c4d349d4c,https://www.ruthenia.ru/folklore/berezkin/k32g.html,
K33H,"Cat, dog and magical object, ATU 560.","Greeks (modern), Balkarians",39,23,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=0ebf4c66b541b979cb416db8,https://www.ruthenia.ru/folklore/berezkin/k33h.html,"Megas 2012, No. 560 : 235-238"
K35A,"The hero brands his rivals, ATU 530A.",Yazgulyam Residents,N/A,N/A,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=ffd371ce0fd1f301d0a1c1e2,https://www.ruthenia.ru/folklore/berezkin/k35a.html,
K36,"Turned into an animal, (ATU 449).",Mansi,62.71935,63.64844,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=aeb3b89f86bfa0e5de34940f,https://www.ruthenia.ru/folklore/berezkin/k36.html,
K36,"Turned into an animal, (ATU 449).","Adygi, Abaza (Abazins), Abkhaz, Abkhazians, Karachays, Balkar, Ossetians, Chechens, Ingush, Georgians, Armenians",N/A,N/A,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=cc82cbecf0dab644d614206a,https://www.ruthenia.ru/folklore/berezkin/k36.html,
K36,"Turned into an animal, (ATU 449).","Adygi, Abaza (Abazins), Abkhaz, Abkhazians, Karachays, Balkar, Ossetians, Chechens, Ingush, Georgians, Armenians",N/A,N/A,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=119321dfa20a5dea10dcb5f2,https://www.ruthenia.ru/folklore/berezkin/k36.html,
K36,"Turned into an animal, (ATU 449).","Adygi, Abaza (Abazins), Abkhaz, Abkhazians, Karachays, Balkar, Ossetians, Chechens, Ingush, Georgians, Armenians",N/A,N/A,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=6a330d2e0e3eb1a4ff02cbbd,https://www.ruthenia.ru/folklore/berezkin/k36.html,
K36,"Turned into an animal, (ATU 449).","Bulgarians, Balkarians",42.5,25,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=762df8ab022f4b459047007c,https://www.ruthenia.ru/folklore/berezkin/k36.html,
K38,"The hero helps the chicks, B364.4.",Northern Ukrainians,51.23,27.73,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=0aa6ce8055346fd463041266,https://www.ruthenia.ru/folklore/berezkin/k38.html,
K38B,"The serpent threatens the chicks, B364.4.",Northern Ukrainians,51.23,27.73,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=6cf4d547ab5f530aa178a021,https://www.ruthenia.ru/folklore/berezkin/k38b.html,
K39,"Feeding the Simurgh bird, B322.1.",Northern Ukrainians,51.23,27.73,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=4e222266e883e9369649875c,https://www.ruthenia.ru/folklore/berezkin/k39.html,
K43,"The abandoned survives and triumphs, S300.",Bella Coola (Nuxalk),51.8,-127,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=rxgw0u0wiuifcvray276aeih,https://www.ruthenia.ru/folklore/berezkin/k43.html,bellacula : Boas 1898 : 103- 108
K43,"The abandoned survives and triumphs, S300.",Kaska,60.5,-129,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=58dd59d5067fc37df93a89b9,https://www.ruthenia.ru/folklore/berezkin/k43.html,
K43C,The dog unties the children.,"Shan, Ahom, Khampti",22,98,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=17aca9214a2cb2186f9c42df,https://www.ruthenia.ru/folklore/berezkin/k43c.html,
K47A,Woman and dog: the origin of humans.,Kirghiz,41.5,75,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=d6c162eaacae15daa73c538a,https://www.ruthenia.ru/folklore/berezkin/k47a.html,
K53,Animal skins – a means of transformation.,Kekci,N/A,N/A,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=040b732113920cf5806e1953,https://www.ruthenia.ru/folklore/berezkin/k53.html,"Thompson 1930 (kekchi, mopan) : 126-132."
k56d1,Treasures in a pumpkin.,"Karen, Pa-O, Padaung, Kayah",18,97,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=q3oCcW8Aa02kar1KguQmNg,https://www.ruthenia.ru/folklore/berezkin/k56d1.html,No. 172
K59,Osiris&#039;s chest.,Baluch,28,63,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=07878abfd2c5414a413fda4a,https://www.ruthenia.ru/folklore/berezkin/k59.html,
K60A,Are the bonds strong?,"Nuba, Arabs Of Sudan, Sudanese",19.35011,30.61523,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=1b09c7e655b2d0deffdc870e,https://www.ruthenia.ru/folklore/berezkin/k60a.html,
K60C,"Stropiva with the king, patient with the groom.",Yagnobi,39.3,69,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=059f16fd2e4e320158dcf94a,https://www.ruthenia.ru/folklore/berezkin/k60c.html,
K60C,"Stropiva with the king, patient with the groom.",One Thousand And One Nights,N/A,N/A,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=2f43effb1aabe7527fa4e2fd,https://www.ruthenia.ru/folklore/berezkin/k60c.html,
k67g,Smiling sheep.,"Macedonians, Balkarians",41.7,22,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=e2t6xGjTrkqcZztXqrfDjg,https://www.ruthenia.ru/folklore/berezkin/k67g.html,
K74,Brothers and the dwarf.,N/A,N/A,N/A,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=61b6ed2dcc277bee20837ac7,https://www.ruthenia.ru/folklore/berezkin/k74.html,
K75,"The younger daughter agrees, ATU 433B.","Lima Dep: Costa And Adjacent Sierra (Spanish, Kechua, And Jacaru-speaking Communities, Mostly In Pachacamac, Cajatambo, Canta, Huarochirí; Spanish Sources Of XVI-XVII Centuries)",-11.92902,-76.63746,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=f484e591aa8b526e2c422d00,https://www.ruthenia.ru/folklore/berezkin/k75.html,
k75a2,Gardener.,Northern Ukrainians,51.23,27.73,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=fZWBO1xQC6EjsnMhYYGQ0000,https://www.ruthenia.ru/folklore/berezkin/k75a2.html,"(Volyn, Starokonstantinovsky district, village of Chernelizka) : Rudchenko 1878, No. 58: 214-219."
K78,"Swallowed, extracted from the little finger.","Northern Altai: Chelkan, Kumanda, Tubalar, Altaians",52,86,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=cb5q2zghawdl913fde4enm0l,https://www.ruthenia.ru/folklore/berezkin/k78.html,Altaians : Nikiforov 1915:105-116
K79,The snake shows how to recover.,Anatolia Turks,39.26628,33.53027,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=3d3c8e4b4e0b66d6220fb4ef,https://www.ruthenia.ru/folklore/berezkin/k79.html,
K79,The snake shows how to recover.,"Portuguese, Portugal",39,-8.5,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=26d973768249f6a5705612f8,https://www.ruthenia.ru/folklore/berezkin/k79.html,
K79,The snake shows how to recover.,"Russian Federation, Byelarusians, Belarusians",59.039,98.67,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=9q4tb7avmaqbyutu98fqku8y,https://www.ruthenia.ru/folklore/berezkin/k79.html,"Russians (Novgorod, Pskov, Orlovskaya), Ukrainians, Belarusians : SUS, No. 612:166"
K79,The snake shows how to recover.,Poles,52,21,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=a19ea06b613662b04a63cb1e,https://www.ruthenia.ru/folklore/berezkin/k79.html,
K80,The indestructible woman.,Khmer,13,104,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=aad4f6655f8049f73aed57bb,https://www.ruthenia.ru/folklore/berezkin/k80.html,
K80a2,"The pipe tells of a crime, ATU 780.","England, British, Bretons",52.5,-1,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=8967e4b144198f9f9000b6b8,https://www.ruthenia.ru/folklore/berezkin/k80a2.html,
K93A,"Sword on the marriage bed, T351.",Ossetians,43,44,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=0b6929fc847e29143fa7a169,https://www.ruthenia.ru/folklore/berezkin/k93a.html,Libedinsky 1978 : 50-64
K94,"The bird of happiness (eaten head), ATU 567, 567A.",Baluch,28,63,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=390ccdd3a2b8bed4cb0ca3e5,https://www.ruthenia.ru/folklore/berezkin/k94.html,
K94,"The bird of happiness (eaten head), ATU 567, 567A.","Bulgarians, Balkarians",42.5,25,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=0e2c18d764fc73f311f7d27e,https://www.ruthenia.ru/folklore/berezkin/k94.html,
K101A,"The girl rising from the coffin, ATU 307.","Sardinia, Corsica, Sardinians, Corsicans",41.16542,9.1582,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=fc3acd89096b0e31f7cb49f8,https://www.ruthenia.ru/folklore/berezkin/k101a.html,
K102,"The hero&#039;s woman helps his enemy, ATU 315 (sister), 590 (mother).",Nepali; Tharu,28,83,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=39d62a101692e6fbfe918672,https://www.ruthenia.ru/folklore/berezkin/k102.html,
K102A,Father knew what he was doing.,Nepali; Tharu,28,83,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=8614f9c32fe913d630c8dc8c,https://www.ruthenia.ru/folklore/berezkin/k102a.html,
K102C,"Having changed his appearance, the hero recovers the magical object (ATU 318).","Russian Federation, Byelarusians, Belarusians",59.039,98.67,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=f7764r5zf72n9fxabr9het3p,https://www.ruthenia.ru/folklore/berezkin/k102c.html,"Russians (Arkhangelsk, Karelia, Vologda, Novgorod, Tula, Oryol, Voronezh), Ukrainians (Ugric Russia, Transcarpathia, Eastern Slovakia, Hutsulshchina, Ivano-Frankovskaya, Pokutye, Volyn, Yekaterinoslav, Kherson, Poltava, Kharkiv), Belarusians : SUS 1979, No. 318:117"
K102C,"Having changed his appearance, the hero recovers the magical object (ATU 318).",Northern Ukrainians,51.23,27.73,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=eaefbd147c82cc4a3c328301,https://www.ruthenia.ru/folklore/berezkin/k102c.html,
K102C,"Having changed his appearance, the hero recovers the magical object (ATU 318).",Mari (Cheremis),57,48,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=04a029135f1aa87c51997d71,https://www.ruthenia.ru/folklore/berezkin/k102c.html,
K108,"The revived wife cheats on her husband, ATU 612.",Poles,52,21,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=9fc092d097e6270e332b7db6,https://www.ruthenia.ru/folklore/berezkin/k108.html,
K108,"The revived wife cheats on her husband, ATU 612.",Tunisia,34.086,9.656,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=65b1a5a26c1d6bd50d4fcb14,https://www.ruthenia.ru/folklore/berezkin/k108.html,
K108,"The revived wife cheats on her husband, ATU 612.",Anatolia Turks,39.26628,33.53027,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=e68dfaee98d23fb7c39ffcd2,https://www.ruthenia.ru/folklore/berezkin/k108.html,
K108,"The revived wife cheats on her husband, ATU 612.","Portuguese, Portugal",39,-8.5,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=25e8e8eb3c6575f4afa138fb,https://www.ruthenia.ru/folklore/berezkin/k108.html,
K108,"The revived wife cheats on her husband, ATU 612.",Kazakh,48,69,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=065101722b12c0202822876a,https://www.ruthenia.ru/folklore/berezkin/k108.html,
K108,"The revived wife cheats on her husband, ATU 612.","Russian Federation, Byelarusians, Belarusians",59.039,98.67,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=yantjxe3h8s4s2pfs6odr3ea,https://www.ruthenia.ru/folklore/berezkin/k108.html,"Russians (Novgorod, Pskov, Oryol), Ukrainians (Kiev) Belarusians : SUS 1979, No. 612:166"
K117C,"Dancing against their will, ATU 592.","Lima Dep: Costa And Adjacent Sierra (Spanish, Kechua, And Jacaru-speaking Communities, Mostly In Pachacamac, Cajatambo, Canta, Huarochirí; Spanish Sources Of XVI-XVII Centuries)",-11.92902,-76.63746,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=7bc4jfgmjfbofule70xgh5gv,https://www.ruthenia.ru/folklore/berezkin/k117c.html,"Spanish borrowing is likely. Uarochiri (dep. Lima) : Salomon, Urioste 1991, ch. 5:55-59)."
K134,Found treasures.,"Sardinia, Corsica, Sardinians, Corsicans",41.16542,9.1582,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=1e189fdaa861477802f64e22,https://www.ruthenia.ru/folklore/berezkin/k134.html,
K154,Inscription on a skull.,Armenians,39.92952,43.65381,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=97ca6c6acd7a848006ffa74a,https://www.ruthenia.ru/folklore/berezkin/k154.html,Nazinyan 1969 : 83-92.
K154A,Men in the harem.,Armenians,39.92952,43.65381,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=6b53a2a9da03a9d06e36b289,https://www.ruthenia.ru/folklore/berezkin/k154a.html,Nazinyan 1969 : 83-92
K167A,"The Tsarevich and the Blacksmith&#039;s Son, ATU 920.","Russian Federation, Byelarusians, Belarusians",59.039,98.67,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=wxsdjsw5d875kjbbuud0q4lp,https://www.ruthenia.ru/folklore/berezkin/k167a.html,"Russians (Arkhangelsk, Olonetskaya, Novgorod, Ryazan, Voronezh), Ukrainians (Ugric Russia, Galicia, Podolia), Belarusians : SUS 1979, No. 920:230-231"
K176,"Man in search of a woman, ATU 400.",Tombonuvo,N/A,N/A,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=4aee60d2c6e5d2aeafe17c3a,https://www.ruthenia.ru/folklore/berezkin/k176.html,
K176,"Man in search of a woman, ATU 400.",Kekchi; Mopan,16.5,-89.8,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=70d3c21414e22bada1b38f66,https://www.ruthenia.ru/folklore/berezkin/k176.html,
K179,As much gold as the bride weighs.,Norwegians,62,8.7793,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=e5y3j4tduahxlrm4562uijku,https://www.ruthenia.ru/folklore/berezkin/k179.html,"Norwegians : Hodne 1984, No. 890:195."
L11,The turtle bench.,"Kabiyari, Yukuna (Yucuna)",-1,-70,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=n4pxr6p3kde8vsleowzzzcwo,https://www.ruthenia.ru/folklore/berezkin/l11.html,yukuna : Jacopin 1981:69-130
L17B,Mouth on the back of the head.,Tanana,64.5,-147.5,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=bb19ea44ce72ff9c341d8c6c,https://www.ruthenia.ru/folklore/berezkin/l17b.html,
L37A,"To learn the causes of misfortune, Th H1291, ATU 460A.","Bulgarians, Balkarians",42.5,25,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=dc925b7894dcfbbd7f0eb0c0,https://www.ruthenia.ru/folklore/berezkin/l37a.html,
L37B,"Overheard conversation, ATU 613, N451.1.","Lima Dep: Costa And Adjacent Sierra (Spanish, Kechua, And Jacaru-speaking Communities, Mostly In Pachacamac, Cajatambo, Canta, Huarochirí; Spanish Sources Of XVI-XVII Centuries)",-11.92902,-76.63746,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=504efc799da9ee1f8c067673,https://www.ruthenia.ru/folklore/berezkin/l37b.html,
L37B,"Overheard conversation, ATU 613, N451.1.",Basques,43,-1.5,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=85591cf3c72769b481aad923,https://www.ruthenia.ru/folklore/berezkin/l37b.html,?
L68,Two in the night.,"Rickback, Rickbackz",N/A,N/A,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=badfe5f8d788346a9967cb91,https://www.ruthenia.ru/folklore/berezkin/l68.html,
l79,Two wives: a girl and a monster.,Tanana,64.5,-147.5,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=smOSz6wFUE6OUSWuTqNdUQ,https://www.ruthenia.ru/folklore/berezkin/l79.html,
L82,Burns his leg in a fire.,Rickback,N/A,N/A,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=b9a9b2d1c444aedcb613bf8c,https://www.ruthenia.ru/folklore/berezkin/l82.html,
L90,Mouth to the sky.,Nepali; Tharu,28,83,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=6a67765e8fba7ec68e9fc2eb,https://www.ruthenia.ru/folklore/berezkin/l90.html,
l90b,Fangs reaching the sky and the earth.,Nepali; Tharu,28,83,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=JhS0Vr6Mzk2IfTgFBOm8nQ,https://www.ruthenia.ru/folklore/berezkin/l90b.html,
L96,The changed appearance is sold and returns (ATU 325).,Northern Ukrainians,51.23,27.73,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=2bdde0a34a589e3acc754b0f,https://www.ruthenia.ru/folklore/berezkin/l96.html,
L100D,"Deceived admirers, ATU 1358C, 1730.",Russian Federation,59.039,98.67,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=4452e4f3967db85db6acbf80,https://www.ruthenia.ru/folklore/berezkin/l100d.html,
L100E,"The lover, the master and the guest, ATU 1358A, (ATU 1360B).",Syrian,N/A,N/A,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=1546239ee53d64466cf5f6cb,https://www.ruthenia.ru/folklore/berezkin/l100e.html,
L100E,"The lover, the master and the guest, ATU 1358A, (ATU 1360B).",Adygi,N/A,N/A,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=22023b6263eed2174f5a2938,https://www.ruthenia.ru/folklore/berezkin/l100e.html,
L100f1,"Lover fleeing from her husband, ATU 1725.",Norwegians,62,8.7793,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=df2f7144212169a2708b312d,https://www.ruthenia.ru/folklore/berezkin/l100f1.html,
L124,The demon&#039;s treacherous gift.,"Northern Altai: Chelkan, Kumanda, Tubalar, Altaians",52,86,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=xe722l5q0cwxdfczi8sui3hi,https://www.ruthenia.ru/folklore/berezkin/l124.html,Altaians : Nikiforov 1915:105-116.
L124A,Cutting belt.,"Northern Altai: Chelkan, Kumanda, Tubalar, Altaians",52,86,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=vzaeoffbiltyda3bazhz0fp9,https://www.ruthenia.ru/folklore/berezkin/l124a.html,Altaians : Nikiforov 1915:105-116.
l135,The Wanderer.,Netsilik,68.5,-97,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=lNn8nfpenE-dI6Usjir51w,https://www.ruthenia.ru/folklore/berezkin/l135.html,
l135,The Wanderer.,Rikbaktsa,-13,-57,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=CBjCrYygL0irDLhFPf9_vw,https://www.ruthenia.ru/folklore/berezkin/l135.html,"(=1973, No. 7: 42-44)"
M5,Provoked insult,"Cayapo (incl. Kubenkranken, Pau D’Arco, Shikrin Or Xikrin)",-8,-51,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=cfc9f96d725a2fd520340283,https://www.ruthenia.ru/folklore/berezkin/m5.html,"crash: Wilbert 1978, No. 18 , 154 : 80-87, 371-377"
M7,Waiting for transport,N/A,N/A,N/A,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=pwwxzdvpj2oq69h6m52igwtb,https://www.ruthenia.ru/folklore/berezkin/m7.html,"Yukuna : Jacopin 1981:69-130 (fall to the lower world, the boats of the Sun and the Month at p.79-80)"
M14,Brutal murder of wife or son.,Guaraçu,N/A,N/A,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=971ff3bf0532f4b0685a1fa6,https://www.ruthenia.ru/folklore/berezkin/m14.html,
m14a,Roasted alive.,"Guarani Of Paraguay And Brazil: Caygua, Mbia, Apapocuva, Nyandewa, Chiripa",-25.5,-54,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=kAN1isPJpEmc_5yKxew3Gg,https://www.ruthenia.ru/folklore/berezkin/m14a.html,No. 51
M16,The healed cripple.,Xipaya,-4.5,-54,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=6e87716754911fa2bc8f0354,https://www.ruthenia.ru/folklore/berezkin/m16.html,
M21A,Under the pretext of illness.,Crash,N/A,N/A,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=c29129dad47347c3ae5a22bf,https://www.ruthenia.ru/folklore/berezkin/m21a.html,"Crash : Wilbert 1978, No. 18 , 154 : 81-87, 374-375"
m39a8b,Tongueless Robber,Khmer,13,104,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=HEUJEKxGTF68qwp293DyTg00,https://www.ruthenia.ru/folklore/berezkin/m39a8b.html,: Gorgoniev 1973: 244-249.
M39H,"Husband pretended to be blind, ATU 1380","Bulgarians, Balkarians",42.5,25,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=983200c0a6cdb6a544a9fdbd,https://www.ruthenia.ru/folklore/berezkin/m39h.html,
M39H,"Husband pretended to be blind, ATU 1380",Kabila,N/A,N/A,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=50d1f484c85c5dd51c8b60b5,https://www.ruthenia.ru/folklore/berezkin/m39h.html,
M39H,"Husband pretended to be blind, ATU 1380",Adygi,N/A,N/A,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=322e81796e1f370db83bbeb5,https://www.ruthenia.ru/folklore/berezkin/m39h.html,
M39H,"Husband pretended to be blind, ATU 1380",Georgians,42,44,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=3a5436d933129ad564b01b30,https://www.ruthenia.ru/folklore/berezkin/m39h.html,
