Motif Reference,Motif Title,Location / Tradition,Latitude,Longitude,source,berezkin,other_data
Agni - Book: 6 Hymn: 5,N/A,"Indian Literary Tradition (Vedic, Brahman, Purana, Indian Buddhism, Hinduism, Ramayana, Mahabharata, Panchtantra, Jatakas); Iconography Of Hindu Temples",25.56227,83.08594,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=nvszpp0kw0sn3911jjnxpap6,N/A,
Agni - Book: 6 Hymn: 10,N/A,"Indian Literary Tradition (Vedic, Brahman, Purana, Indian Buddhism, Hinduism, Ramayana, Mahabharata, Panchtantra, Jatakas); Iconography Of Hindu Temples",25.56227,83.08594,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=l2be8yxne2hc3yoc2zdiuleg,N/A,
Agni - Book: 6 Hymn: 11,N/A,"Indian Literary Tradition (Vedic, Brahman, Purana, Indian Buddhism, Hinduism, Ramayana, Mahabharata, Panchtantra, Jatakas); Iconography Of Hindu Temples",25.56227,83.08594,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=6uac85qxbmfd47f13nzkfqkp,N/A,
Agni - Book: 6 Hymn: 15,N/A,"Indian Literary Tradition (Vedic, Brahman, Purana, Indian Buddhism, Hinduism, Ramayana, Mahabharata, Panchtantra, Jatakas); Iconography Of Hindu Temples",25.56227,83.08594,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=v59kixleus678x8sj4apg2id,N/A,
Agni - Book: 6 Hymn: 16,N/A,"Indian Literary Tradition (Vedic, Brahman, Purana, Indian Buddhism, Hinduism, Ramayana, Mahabharata, Panchtantra, Jatakas); Iconography Of Hindu Temples",25.56227,83.08594,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=wz4bhsggvx3j8fg15bzzik8g,N/A,
Agni - Book: 7 Hymn: 1,N/A,"Indian Literary Tradition (Vedic, Brahman, Purana, Indian Buddhism, Hinduism, Ramayana, Mahabharata, Panchtantra, Jatakas); Iconography Of Hindu Temples",25.56227,83.08594,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=5cd2w5rdhfcxhr4bjcilfpiq,N/A,
Agni - Book: 7 Hymn: 3,N/A,"Indian Literary Tradition (Vedic, Brahman, Purana, Indian Buddhism, Hinduism, Ramayana, Mahabharata, Panchtantra, Jatakas); Iconography Of Hindu Temples",25.56227,83.08594,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=etsefnne269xgskct30nkrh9,N/A,
Agni - Book: 7 Hymn: 6,N/A,"Indian Literary Tradition (Vedic, Brahman, Purana, Indian Buddhism, Hinduism, Ramayana, Mahabharata, Panchtantra, Jatakas); Iconography Of Hindu Temples",25.56227,83.08594,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=pbxpr91y8esq6ol037t0liis,N/A,
Agni - Book: 7 Hymn: 7,N/A,"Indian Literary Tradition (Vedic, Brahman, Purana, Indian Buddhism, Hinduism, Ramayana, Mahabharata, Panchtantra, Jatakas); Iconography Of Hindu Temples",25.56227,83.08594,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=kg60wt7mpogd98x7qzqfwa5w,N/A,
Agni - Book: 7 Hymn: 10,N/A,"Indian Literary Tradition (Vedic, Brahman, Purana, Indian Buddhism, Hinduism, Ramayana, Mahabharata, Panchtantra, Jatakas); Iconography Of Hindu Temples",25.56227,83.08594,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=8n7x5x67wz2x12f5f2axwthz,N/A,
Agni - Book: 7 Hymn: 11,N/A,"Indian Literary Tradition (Vedic, Brahman, Purana, Indian Buddhism, Hinduism, Ramayana, Mahabharata, Panchtantra, Jatakas); Iconography Of Hindu Temples",25.56227,83.08594,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=uz7z0ozkeiapqzb0run3u517,N/A,
Agni - Book: 7 Hymn: 16,N/A,"Indian Literary Tradition (Vedic, Brahman, Purana, Indian Buddhism, Hinduism, Ramayana, Mahabharata, Panchtantra, Jatakas); Iconography Of Hindu Temples",25.56227,83.08594,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=v436ag6e0vyit7w6qmusnjw3,N/A,
Agni - Book: 8 Hymn: 11,N/A,"Indian Literary Tradition (Vedic, Brahman, Purana, Indian Buddhism, Hinduism, Ramayana, Mahabharata, Panchtantra, Jatakas); Iconography Of Hindu Temples",25.56227,83.08594,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=3u4lvz1me9rywlts0vm2nib5,N/A,
Agni - Book: 8 Hymn: 19,N/A,"Indian Literary Tradition (Vedic, Brahman, Purana, Indian Buddhism, Hinduism, Ramayana, Mahabharata, Panchtantra, Jatakas); Iconography Of Hindu Temples",25.56227,83.08594,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=rehdb05oy00utcg1ojl7rvhh,N/A,
Agni - Book: 8 Hymn: 23,N/A,"Indian Literary Tradition (Vedic, Brahman, Purana, Indian Buddhism, Hinduism, Ramayana, Mahabharata, Panchtantra, Jatakas); Iconography Of Hindu Temples",25.56227,83.08594,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=0a2uk9ke59bbppr06y8o69yn,N/A,
Agni - Book: 8 Hymn: 39,N/A,"Indian Literary Tradition (Vedic, Brahman, Purana, Indian Buddhism, Hinduism, Ramayana, Mahabharata, Panchtantra, Jatakas); Iconography Of Hindu Temples",25.56227,83.08594,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=pmmsq6fhlowc3gbeh6i531dx,N/A,
Agni - Book: 8 Hymn: 43,N/A,"Indian Literary Tradition (Vedic, Brahman, Purana, Indian Buddhism, Hinduism, Ramayana, Mahabharata, Panchtantra, Jatakas); Iconography Of Hindu Temples",25.56227,83.08594,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=wi9ewb2ozd77g8svdijb8cup,N/A,
Agni - Book: 8 Hymn: 44,N/A,"Indian Literary Tradition (Vedic, Brahman, Purana, Indian Buddhism, Hinduism, Ramayana, Mahabharata, Panchtantra, Jatakas); Iconography Of Hindu Temples",25.56227,83.08594,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=nq20ssz7tcgpmjo2nkx458zi,N/A,
Agni - Book: 8 Hymn: 49,N/A,"Indian Literary Tradition (Vedic, Brahman, Purana, Indian Buddhism, Hinduism, Ramayana, Mahabharata, Panchtantra, Jatakas); Iconography Of Hindu Temples",25.56227,83.08594,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=v1savj4fpu2r19qbqv5ie2q7,N/A,
Agni - Book: 8 Hymn: 60,N/A,"Indian Literary Tradition (Vedic, Brahman, Purana, Indian Buddhism, Hinduism, Ramayana, Mahabharata, Panchtantra, Jatakas); Iconography Of Hindu Temples",25.56227,83.08594,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=ublhytzac3voqyzlqk836raw,N/A,
Agni - Book: 8 Hymn: 61,N/A,"Indian Literary Tradition (Vedic, Brahman, Purana, Indian Buddhism, Hinduism, Ramayana, Mahabharata, Panchtantra, Jatakas); Iconography Of Hindu Temples",25.56227,83.08594,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=v23fne801305lzecq4kpoqf3,N/A,
Agni - Book: 8 Hymn: 64,N/A,"Indian Literary Tradition (Vedic, Brahman, Purana, Indian Buddhism, Hinduism, Ramayana, Mahabharata, Panchtantra, Jatakas); Iconography Of Hindu Temples",25.56227,83.08594,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=qp4qkbqm87qaurzy5ux16z5i,N/A,
Agni - Book: 8 Hymn: 73,N/A,"Indian Literary Tradition (Vedic, Brahman, Purana, Indian Buddhism, Hinduism, Ramayana, Mahabharata, Panchtantra, Jatakas); Iconography Of Hindu Temples",25.56227,83.08594,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=42fhlpzyadrfhnxnc7p2si90,N/A,
Agni - Book: 8 Hymn: 91,N/A,"Indian Literary Tradition (Vedic, Brahman, Purana, Indian Buddhism, Hinduism, Ramayana, Mahabharata, Panchtantra, Jatakas); Iconography Of Hindu Temples",25.56227,83.08594,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=okh58zgikiuvh6oncjo3qcp9,N/A,
Agni - Book: 8 Hymn: 92,N/A,"Indian Literary Tradition (Vedic, Brahman, Purana, Indian Buddhism, Hinduism, Ramayana, Mahabharata, Panchtantra, Jatakas); Iconography Of Hindu Temples",25.56227,83.08594,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=wc9ct685jgxtlfz9kmhfabm7,N/A,
Agni - Book: 10 Hymn: 7,N/A,"Indian Literary Tradition (Vedic, Brahman, Purana, Indian Buddhism, Hinduism, Ramayana, Mahabharata, Panchtantra, Jatakas); Iconography Of Hindu Temples",25.56227,83.08594,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=0gnlflk8kzsv4j0g3u7mwn6e,N/A,
Agni - Book: 10 Hymn: 8,N/A,"Indian Literary Tradition (Vedic, Brahman, Purana, Indian Buddhism, Hinduism, Ramayana, Mahabharata, Panchtantra, Jatakas); Iconography Of Hindu Temples",25.56227,83.08594,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=sj1tznx7aqnbj6m87dnu6rwb,N/A,
Agni - Book: 10 Hymn: 11,N/A,"Indian Literary Tradition (Vedic, Brahman, Purana, Indian Buddhism, Hinduism, Ramayana, Mahabharata, Panchtantra, Jatakas); Iconography Of Hindu Temples",25.56227,83.08594,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=jilodzcxvhal1o23z6czwwo0,N/A,
Agni - Book: 10 Hymn: 16,N/A,"Indian Literary Tradition (Vedic, Brahman, Purana, Indian Buddhism, Hinduism, Ramayana, Mahabharata, Panchtantra, Jatakas); Iconography Of Hindu Temples",25.56227,83.08594,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=7nl786m7o6evrkwxfamh707t,N/A,
Agni - Book: 10 Hymn: 20,N/A,"Indian Literary Tradition (Vedic, Brahman, Purana, Indian Buddhism, Hinduism, Ramayana, Mahabharata, Panchtantra, Jatakas); Iconography Of Hindu Temples",25.56227,83.08594,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=hthvggxvo72aj5z9lpvoy4re,N/A,
Agni - Book: 10 Hymn: 21,N/A,"Indian Literary Tradition (Vedic, Brahman, Purana, Indian Buddhism, Hinduism, Ramayana, Mahabharata, Panchtantra, Jatakas); Iconography Of Hindu Temples",25.56227,83.08594,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=2aldkljy6ijxe7id5a47bepn,N/A,
Agni - Book: 10 Hymn: 45,N/A,"Indian Literary Tradition (Vedic, Brahman, Purana, Indian Buddhism, Hinduism, Ramayana, Mahabharata, Panchtantra, Jatakas); Iconography Of Hindu Temples",25.56227,83.08594,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=so1qtb85w1s8mfaqjlferdo6,N/A,
Agni - Book: 10 Hymn: 46,N/A,"Indian Literary Tradition (Vedic, Brahman, Purana, Indian Buddhism, Hinduism, Ramayana, Mahabharata, Panchtantra, Jatakas); Iconography Of Hindu Temples",25.56227,83.08594,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=rinl6927ikinal1lazqargrs,N/A,
Agni - Book: 10 Hymn: 87,N/A,"Indian Literary Tradition (Vedic, Brahman, Purana, Indian Buddhism, Hinduism, Ramayana, Mahabharata, Panchtantra, Jatakas); Iconography Of Hindu Temples",25.56227,83.08594,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=eyhmfht6epa4sjyu3ncybzgz,N/A,
Agni - Book: 10 Hymn: 88,N/A,"Indian Literary Tradition (Vedic, Brahman, Purana, Indian Buddhism, Hinduism, Ramayana, Mahabharata, Panchtantra, Jatakas); Iconography Of Hindu Temples",25.56227,83.08594,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=kxqh0cphg3zfq92i1h2mxekv,N/A,
Agni - Book: 10 Hymn: 91,N/A,"Indian Literary Tradition (Vedic, Brahman, Purana, Indian Buddhism, Hinduism, Ramayana, Mahabharata, Panchtantra, Jatakas); Iconography Of Hindu Temples",25.56227,83.08594,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=nbh4ko3z41yb3hi5ekj6pa97,N/A,
Agni - Book: 10 Hymn: 115,N/A,"Indian Literary Tradition (Vedic, Brahman, Purana, Indian Buddhism, Hinduism, Ramayana, Mahabharata, Panchtantra, Jatakas); Iconography Of Hindu Temples",25.56227,83.08594,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=m4lah93ap8jvpukfm1y8tbsw,N/A,
Agni - Book: 10 Hymn: 122,N/A,"Indian Literary Tradition (Vedic, Brahman, Purana, Indian Buddhism, Hinduism, Ramayana, Mahabharata, Panchtantra, Jatakas); Iconography Of Hindu Temples",25.56227,83.08594,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=s2naqzekz8qqumbgb77nw51p,N/A,
Agni - Book: 10 Hymn: 140,N/A,"Indian Literary Tradition (Vedic, Brahman, Purana, Indian Buddhism, Hinduism, Ramayana, Mahabharata, Panchtantra, Jatakas); Iconography Of Hindu Temples",25.56227,83.08594,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=l4lp3sdssbhwjis1pildgpd2,N/A,
Agni - Book: 10 Hymn: 150,N/A,"Indian Literary Tradition (Vedic, Brahman, Purana, Indian Buddhism, Hinduism, Ramayana, Mahabharata, Panchtantra, Jatakas); Iconography Of Hindu Temples",25.56227,83.08594,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=fa2ewpihceix2i7hpohxzwi0,N/A,
Agni - Book: 10 Hymn: 176,N/A,"Indian Literary Tradition (Vedic, Brahman, Purana, Indian Buddhism, Hinduism, Ramayana, Mahabharata, Panchtantra, Jatakas); Iconography Of Hindu Temples",25.56227,83.08594,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=gazphqqkblkc0e4if1vpjfwd,N/A,
Agni - Book: 10 Hymn: 188,N/A,"Indian Literary Tradition (Vedic, Brahman, Purana, Indian Buddhism, Hinduism, Ramayana, Mahabharata, Panchtantra, Jatakas); Iconography Of Hindu Temples",25.56227,83.08594,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=pb1el0zuozll5w4qm0ui534k,N/A,
Agni-Soma - Book: 1 Hymn: 93,N/A,"Indian Literary Tradition (Vedic, Brahman, Purana, Indian Buddhism, Hinduism, Ramayana, Mahabharata, Panchtantra, Jatakas); Iconography Of Hindu Temples",25.56227,83.08594,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=vt8jpo6wc5di5n7j469nor38,N/A,
Agni. Gods - Book: 10 Hymn: 51,N/A,"Indian Literary Tradition (Vedic, Brahman, Purana, Indian Buddhism, Hinduism, Ramayana, Mahabharata, Panchtantra, Jatakas); Iconography Of Hindu Temples",25.56227,83.08594,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=s9ctusjv16jjx4bvfdrkntgq,N/A,
Agni and Others - Book: 6 Hymn: 48,N/A,"Indian Literary Tradition (Vedic, Brahman, Purana, Indian Buddhism, Hinduism, Ramayana, Mahabharata, Panchtantra, Jatakas); Iconography Of Hindu Temples",25.56227,83.08594,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=5mdv1f0xgw5nqw7lgni8aaph,N/A,
Agni Saucika Gods - Book: 10 Hymn: 53,N/A,"Indian Literary Tradition (Vedic, Brahman, Purana, Indian Buddhism, Hinduism, Ramayana, Mahabharata, Panchtantra, Jatakas); Iconography Of Hindu Temples",25.56227,83.08594,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=treams4r3lvxa2rzdahzulh5,N/A,
Alcibiades,N/A,Greece,39.42,23.11,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=vt4i47cymvydx2n0r63qfn90,N/A,
Antony,N/A,Greece,39.42,23.11,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=n03dhjkx2w2jxjdoullorp1g,N/A,
Aristides,N/A,Greece,39.42,23.11,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=7xxm9cudskwqi435tkr4p91m,N/A,
Aśvins - Book: 1 Hymn: 3,N/A,"Indian Literary Tradition (Vedic, Brahman, Purana, Indian Buddhism, Hinduism, Ramayana, Mahabharata, Panchtantra, Jatakas); Iconography Of Hindu Temples",25.56227,83.08594,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=lbh39tplda3vytvnn717uwle,N/A,
Aśvins - Book: 1 Hymn: 34,N/A,"Indian Literary Tradition (Vedic, Brahman, Purana, Indian Buddhism, Hinduism, Ramayana, Mahabharata, Panchtantra, Jatakas); Iconography Of Hindu Temples",25.56227,83.08594,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=iful1wtt6rmtce1jk1ck7w3j,N/A,
Aśvins - Book: 1 Hymn: 46,N/A,"Indian Literary Tradition (Vedic, Brahman, Purana, Indian Buddhism, Hinduism, Ramayana, Mahabharata, Panchtantra, Jatakas); Iconography Of Hindu Temples",25.56227,83.08594,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=jmqyuigk3jrketjfjwv5p0h6,N/A,
Aśvins - Book: 1 Hymn: 47,N/A,"Indian Literary Tradition (Vedic, Brahman, Purana, Indian Buddhism, Hinduism, Ramayana, Mahabharata, Panchtantra, Jatakas); Iconography Of Hindu Temples",25.56227,83.08594,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=dyqho7dl9hue8t5zusskux9t,N/A,
Aśvins - Book: 1 Hymn: 120,N/A,"Indian Literary Tradition (Vedic, Brahman, Purana, Indian Buddhism, Hinduism, Ramayana, Mahabharata, Panchtantra, Jatakas); Iconography Of Hindu Temples",25.56227,83.08594,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=tuhgbtk6ijpa987mhjbkw4qt,N/A,
Aśvins - Book: 1 Hymn: 181,N/A,"Indian Literary Tradition (Vedic, Brahman, Purana, Indian Buddhism, Hinduism, Ramayana, Mahabharata, Panchtantra, Jatakas); Iconography Of Hindu Temples",25.56227,83.08594,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=et2j1etbna92p8o6gdoztknd,N/A,
Aśvins - Book: 4 Hymn: 44,N/A,"Indian Literary Tradition (Vedic, Brahman, Purana, Indian Buddhism, Hinduism, Ramayana, Mahabharata, Panchtantra, Jatakas); Iconography Of Hindu Temples",25.56227,83.08594,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=ub05mtwxdy42mv4vstpyun1b,N/A,
Aśvins - Book: 5 Hymn: 73,N/A,"Indian Literary Tradition (Vedic, Brahman, Purana, Indian Buddhism, Hinduism, Ramayana, Mahabharata, Panchtantra, Jatakas); Iconography Of Hindu Temples",25.56227,83.08594,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=c42cdrh640q47t4ulfsitvxy,N/A,
Aśvins - Book: 5 Hymn: 74,N/A,"Indian Literary Tradition (Vedic, Brahman, Purana, Indian Buddhism, Hinduism, Ramayana, Mahabharata, Panchtantra, Jatakas); Iconography Of Hindu Temples",25.56227,83.08594,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=jeso2qbuoso5p7u9f96aarhw,N/A,
Aśvins - Book: 5 Hymn: 75,N/A,"Indian Literary Tradition (Vedic, Brahman, Purana, Indian Buddhism, Hinduism, Ramayana, Mahabharata, Panchtantra, Jatakas); Iconography Of Hindu Temples",25.56227,83.08594,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=5wht3j0nqu8dob6psmzq8c3g,N/A,
Aśvins - Book: 5 Hymn: 77,N/A,"Indian Literary Tradition (Vedic, Brahman, Purana, Indian Buddhism, Hinduism, Ramayana, Mahabharata, Panchtantra, Jatakas); Iconography Of Hindu Temples",25.56227,83.08594,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=d13l40n8kbvyj27foz7cn9j1,N/A,
Aśvins - Book: 5 Hymn: 78,N/A,"Indian Literary Tradition (Vedic, Brahman, Purana, Indian Buddhism, Hinduism, Ramayana, Mahabharata, Panchtantra, Jatakas); Iconography Of Hindu Temples",25.56227,83.08594,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=8t4786wyllr6b58u4box8gnk,N/A,
Aśvins - Book: 6 Hymn: 62,N/A,"Indian Literary Tradition (Vedic, Brahman, Purana, Indian Buddhism, Hinduism, Ramayana, Mahabharata, Panchtantra, Jatakas); Iconography Of Hindu Temples",25.56227,83.08594,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=zp6v54hvxvycynzmmatfpwj7,N/A,
Aśvins - Book: 7 Hymn: 69,N/A,"Indian Literary Tradition (Vedic, Brahman, Purana, Indian Buddhism, Hinduism, Ramayana, Mahabharata, Panchtantra, Jatakas); Iconography Of Hindu Temples",25.56227,83.08594,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=l95yeckf1yg8tiyfsnket5dl,N/A,
Aśvins - Book: 7 Hymn: 70,N/A,"Indian Literary Tradition (Vedic, Brahman, Purana, Indian Buddhism, Hinduism, Ramayana, Mahabharata, Panchtantra, Jatakas); Iconography Of Hindu Temples",25.56227,83.08594,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=gfk4tdjcq68ska8m5veywcsz,N/A,
Aśvins - Book: 7 Hymn: 73,N/A,"Indian Literary Tradition (Vedic, Brahman, Purana, Indian Buddhism, Hinduism, Ramayana, Mahabharata, Panchtantra, Jatakas); Iconography Of Hindu Temples",25.56227,83.08594,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=g7pzo0b0wrm4fb3e50e5vnkf,N/A,
Aśvins - Book: 8 Hymn: 5,N/A,"Indian Literary Tradition (Vedic, Brahman, Purana, Indian Buddhism, Hinduism, Ramayana, Mahabharata, Panchtantra, Jatakas); Iconography Of Hindu Temples",25.56227,83.08594,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=4rgz18dcu3lbjlvo84v3wezy,N/A,
Aśvins - Book: 8 Hymn: 8,N/A,"Indian Literary Tradition (Vedic, Brahman, Purana, Indian Buddhism, Hinduism, Ramayana, Mahabharata, Panchtantra, Jatakas); Iconography Of Hindu Temples",25.56227,83.08594,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=1q3qrijuifxluvp2780w5f2d,N/A,
Aśvins - Book: 8 Hymn: 9,N/A,"Indian Literary Tradition (Vedic, Brahman, Purana, Indian Buddhism, Hinduism, Ramayana, Mahabharata, Panchtantra, Jatakas); Iconography Of Hindu Temples",25.56227,83.08594,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=x5gs14jz7rivpuvzn6zbsl94,N/A,
Aśvins - Book: 8 Hymn: 10,N/A,"Indian Literary Tradition (Vedic, Brahman, Purana, Indian Buddhism, Hinduism, Ramayana, Mahabharata, Panchtantra, Jatakas); Iconography Of Hindu Temples",25.56227,83.08594,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=k27kwzwnqca8i4hzy39suzwx,N/A,
Aśvins - Book: 8 Hymn: 22,N/A,"Indian Literary Tradition (Vedic, Brahman, Purana, Indian Buddhism, Hinduism, Ramayana, Mahabharata, Panchtantra, Jatakas); Iconography Of Hindu Temples",25.56227,83.08594,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=i325ww5bvbqoxvpe5jdoax0c,N/A,
Aśvins - Book: 8 Hymn: 26,N/A,"Indian Literary Tradition (Vedic, Brahman, Purana, Indian Buddhism, Hinduism, Ramayana, Mahabharata, Panchtantra, Jatakas); Iconography Of Hindu Temples",25.56227,83.08594,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=g3qmh8x2luzzigmrnxa0kd6f,N/A,
Aśvins - Book: 8 Hymn: 35,N/A,"Indian Literary Tradition (Vedic, Brahman, Purana, Indian Buddhism, Hinduism, Ramayana, Mahabharata, Panchtantra, Jatakas); Iconography Of Hindu Temples",25.56227,83.08594,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=zi9roktousxse8f2ndrlykrd,N/A,
Aśvins - Book: 8 Hymn: 76,N/A,"Indian Literary Tradition (Vedic, Brahman, Purana, Indian Buddhism, Hinduism, Ramayana, Mahabharata, Panchtantra, Jatakas); Iconography Of Hindu Temples",25.56227,83.08594,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=pdws1rygshofws56gavec8fx,N/A,
Aśvins - Book: 10 Hymn: 40,N/A,"Indian Literary Tradition (Vedic, Brahman, Purana, Indian Buddhism, Hinduism, Ramayana, Mahabharata, Panchtantra, Jatakas); Iconography Of Hindu Temples",25.56227,83.08594,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=b10j0ekyya8u4s8nysntqjnb,N/A,
Aśvins - Book: 10 Hymn: 41,N/A,"Indian Literary Tradition (Vedic, Brahman, Purana, Indian Buddhism, Hinduism, Ramayana, Mahabharata, Panchtantra, Jatakas); Iconography Of Hindu Temples",25.56227,83.08594,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=r3rfhegc0s05q849jdglhqpt,N/A,
Aśvins - Book: 10 Hymn: 106,N/A,"Indian Literary Tradition (Vedic, Brahman, Purana, Indian Buddhism, Hinduism, Ramayana, Mahabharata, Panchtantra, Jatakas); Iconography Of Hindu Temples",25.56227,83.08594,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=wq0m8cqu6dysfh2fpy9nbjwe,N/A,
Aśvins and Others - Book: 1 Hymn: 22,N/A,"Indian Literary Tradition (Vedic, Brahman, Purana, Indian Buddhism, Hinduism, Ramayana, Mahabharata, Panchtantra, Jatakas); Iconography Of Hindu Temples",25.56227,83.08594,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=dj7lr6xrugw783pqaytcimp6,N/A,
B1,"Two creators, A50.",Miniong,N/A,N/A,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=1e77c26444f2c3a00c56759a,https://www.ruthenia.ru/folklore/berezkin/b1.html,
B1,"Two creators, A50.","Eastern Arunachal Pradesh: Abor (incl Minyong, Shimong, Padam, Pasi, Panggi), Apa Tani (Apatani), Bori, Bugun, Dafla (=Nyishi, Nisi, Nishing, Incl Tagin), Gallong (=Galo, Adi), Mishmi",28.5,95,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=109ba7f3739f408f561c3b5d,https://www.ruthenia.ru/folklore/berezkin/b1.html,
B1,"Two creators, A50.","Wawenock, Abenaki, Penobscot",44.5,-70.5,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=6c1f426b458918d634189905,https://www.ruthenia.ru/folklore/berezkin/b1.html,
B2A,"The earth is a female being, A401.",Aztec; Aztec And Teotihuacan Iconography,19.5,-99,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=9l38dx4pv41kyc9fvl4v9px0,https://www.ruthenia.ru/folklore/berezkin/b2a.html,The Aztecs : Histoyre du Mechique 1905:30-31
B2A,"The earth is a female being, A401.",Cherokee,35,-83.5,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=f584873cdb5d8699466c447a,https://www.ruthenia.ru/folklore/berezkin/b2a.html,
b2c,The earth as an anthropomorphic body.,"Namuci (Namuyi), Naxi; Pumi (Primi)",27,102,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=O000iL36B0CU5SpM1nYBDA,https://www.ruthenia.ru/folklore/berezkin/b2c.html,-2
B2E,Earth-man.,Rajastans,N/A,N/A,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=6a205e8bf8310ea53b329c9d,https://www.ruthenia.ru/folklore/berezkin/b2e.html,
