Motif Reference,Motif Title,Location / Tradition,Latitude,Longitude,source,berezkin,other_data
M57A,Beads are like body secretions,Sistans Tajiks,N/A,N/A,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=6576ddcc9a1949113127f9e0,https://www.ruthenia.ru/folklore/berezkin/m57a.html,
M57A,Beads are like body secretions,Turkmen,38.47939,59.39648,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=f5f39c0381e14ec1b7578620,https://www.ruthenia.ru/folklore/berezkin/m57a.html,
m57a2,The male character exudes values,"Akan, Ashanti, Akwapim; Ga (Accra), Kra, Twi (Chwi, Chi)",6.5,-1.5,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=HSy8oCKSTMmqP0WZRVaeZQ00,https://www.ruthenia.ru/folklore/berezkin/m57a2.html,": Tauxier 1932, No. 2: 229-230;"
m57a2,The male character exudes values,"Sicily, Sicilians",37.5,14,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=3C6TaCZoQ76H6Ppkn1NPlA00,https://www.ruthenia.ru/folklore/berezkin/m57a2.html,": Pitrè 2009, no. 25: 140-143;"
m57a2,The male character exudes values,"Sicily, Sicilians",37.5,14,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=nLXJ0lKiR2wX17hKvPxQ0000,https://www.ruthenia.ru/folklore/berezkin/m57a2.html,": Pitrè 2009, no. 25: 140-143;"
m57a2,The male character exudes values,"England, British, Bretons",52.5,-1,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=sJYZzP0KTY26plBxNnTjuw00,https://www.ruthenia.ru/folklore/berezkin/m57a2.html,: Orain 1904: 50-63;
m57a2,The male character exudes values,"Germans: North (Low- And Central German Dialects): Schleswig-Holstein, Mecklenburg, Pommern, Niedersachsen (Lower Saxony, Incl East Frisia And Oldenburg), Nordrhein-Westfalen, Hessen, Rheinland-Pfalz, Thüringen, Saxony-Anhalt, Sachsen, Brandenburg, Rügen",52.5,11,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=yP45cms1Sm2Kj9BiGGtE9Q00,https://www.ruthenia.ru/folklore/berezkin/m57a2.html,"(Bohemia) : Grimm, Grimm 2002, No. 122: 400-404 (=Grimm, Grimm 1987: 315-320);"
m57a2,The male character exudes values,Russian Federation,59.039,98.67,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=foH2XTSTsyHf03hkm8bw0000,https://www.ruthenia.ru/folklore/berezkin/m57a2.html,"(Vologda) : Kuzmina 2008, No. 36: 79-86;"
m57a2,The male character exudes values,"Czech, Czechs",49.8,15,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=chqCKGugToa2jWSmbqqhVw00,https://www.ruthenia.ru/folklore/berezkin/m57a2.html,: Nĕmcová 1970: 12–28 (=Nĕmcová 1978: 59–70).
m57a2,The male character exudes values,Kalmyk,46.42752,45.5498,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=3DCpihuAQq4zz4KDSYKAw000,https://www.ruthenia.ru/folklore/berezkin/m57a2.html,": Badmaev 1899: 81-84 , 99-105 ;"
m57a2,The male character exudes values,"Luri, Bakhtiari",33,48.5,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=dC5XjBhQQ7uRwtUaTmL2A000,https://www.ruthenia.ru/folklore/berezkin/m57a2.html,": Lorimer, Lorimer 1919, No. 31: 197-211;"
m57a2,The male character exudes values,"Hui (Dungan) Of Xinjiang, Gansu, Shaanxi, Shanxi, Inner Mongolia, Qinghai, Kyrgyzstan, Kazakhstan (Dungan Texts From Southern And Eastern China Are Clustered With The Chinese Ones)",37,107,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=VyLvnXVYQSa02F696RnlA000,https://www.ruthenia.ru/folklore/berezkin/m57a2.html,": Riftin et al. 1977, No. 6: 62-68."
m57a2,The male character exudes values,Darkhad,51,100,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=9dIuCJ56S0SbIzGap55WPg00,https://www.ruthenia.ru/folklore/berezkin/m57a2.html,": Potanin 1883, No. 160: 535-539."
m57a2,The male character exudes values,"Five Nations Iroquois (Seneca, Mohawk, Onondaga, Oneida, Cayuga)",42.7,-76,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=AlRdTqQtSdHuOJcOhalg0000,https://www.ruthenia.ru/folklore/berezkin/m57a2.html,: Curtin 1922: 327-350.
m57a2,The male character exudes values,Svans,42.8,42.8,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=S4Pt9kKRQoyh5zDu0ysDA000,https://www.ruthenia.ru/folklore/berezkin/m57a2.html,: Riggs 1893: 148-149;
m57a3,The female character exudes values,"Sicily, Sicilians",37.5,14,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=8r1mSo9JRbSbPZz5Cfg0Cw00,https://www.ruthenia.ru/folklore/berezkin/m57a3.html,": Pitré 2009, no. 61: 279-286;"
m57a3,The female character exudes values,"Wallons, Picardie",50.34858,4.01855,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=5UW8TbrSHiDMoR6nShWUA000,https://www.ruthenia.ru/folklore/berezkin/m57a3.html,": Laport 1932, #*403E: 52-53;"
m57a3,The female character exudes values,"Germans: North (Low- And Central German Dialects): Schleswig-Holstein, Mecklenburg, Pommern, Niedersachsen (Lower Saxony, Incl East Frisia And Oldenburg), Nordrhein-Westfalen, Hessen, Rheinland-Pfalz, Thüringen, Saxony-Anhalt, Sachsen, Brandenburg, Rügen, Dutch, Flemish",52.5,11,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=9nc6KhHQIChMA5slyXdrA000,https://www.ruthenia.ru/folklore/berezkin/m57a3.html,"(East Prussia) : Lemke 1887, No. 33: 160-166;"
m57a3,The female character exudes values,Armenians,39.92952,43.65381,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=oHFAhsTuRWKikVm8INUJ0w00,https://www.ruthenia.ru/folklore/berezkin/m57a3.html,"(told on Lesbos by an Armenian from Gallipoli) : Carnoy, Nicolaides 1889, no. 6: 108-126;"
m57a3,The female character exudes values,N/A,N/A,N/A,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=eZNFXbdBRiiSHHDOSLXnA000,https://www.ruthenia.ru/folklore/berezkin/m57a3.html,": Grunberg, Steblin-Kamensky 1981, No. 8: 104-117;"
m57a3,The female character exudes values,Turkmen,38.47939,59.39648,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=4e0wEX0cR3imtlnLIeXGg000,https://www.ruthenia.ru/folklore/berezkin/m57a3.html,: Annanurova 1980 : 18-22;
m57a3,The female character exudes values,Icelanders,64.5,-20,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=rZGEBm8WTnaISdavZ0TpIQ00,https://www.ruthenia.ru/folklore/berezkin/m57a3.html,": Poestion 1884, No. 17: 136-143;"
m57a3,The female character exudes values,Bashkirs,54,57,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=2xn5nu7RQuR7pzTI4BTDw000,https://www.ruthenia.ru/folklore/berezkin/m57a3.html,"Barag 1989, #8 : 65-69."
M57C,The animal defecates with gold,"Soninke, Soninke",14.4,-12.2,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=8bb95ed4787d53344f4dfc4c,https://www.ruthenia.ru/folklore/berezkin/m57c.html,
M57C,The animal defecates with gold,"Toraja (Toradja), To Mori, Baree (=Eastern Toraja)",-2.38545,120.68164,https://www.folkloredatabase.com/db_index.php?pl=db_read_story&guid=a83e878130a9ae42c6d531fd,https://www.ruthenia.ru/folklore/berezkin/m57c.html,
